Rank,City,Cost_of_Living_Index,Rent_Index,Cost_of_Living_Plus_Rent_Index,Groceries_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Year
NA,"Detroit, MI, United States",71.9,31.1,52.3,74.6,57.2,197,2016
NA,"Galway, Ireland",71.9,28.2,50.9,62.4,72.9,144.7,2016
NA,"Lexington, KY, United States",71.8,28.4,50.9,65.9,62.5,151.6,2016
NA,"Mannheim, Germany",71.2,18.1,45.7,53.7,68,170.1,2016
NA,"San Juan, Puerto Rico",71.2,25.3,49.1,70,63.9,101.7,2016
NA,"Munich, Germany",71.2,38.1,55.3,58.7,67.7,153.5,2016
NA,"Saskatoon, Canada",71.2,26.4,49.6,79.6,53.6,113.4,2016
NA,"Gothenburg, Sweden",71.1,25,48.9,64.2,73.4,140.6,2016
NA,"Tampere, Finland",71,23,47.9,63.3,69.6,135,2016
NA,"Oshawa, Canada",71,24.5,48.7,76.7,57.7,93.4,2016
NA,"Rochester, NY, United States",71,31.3,51.9,69.8,73.7,140.7,2016
NA,"Saint Louis, MO, United States",71,28,50.3,75,60.4,138.8,2016
NA,"Heidelberg, Germany",70.8,26.8,49.7,61.2,61.5,165.1,2016
NA,"Phoenix, AZ, United States",70.8,31.1,51.7,70.7,64.8,199.4,2016
NA,"Huntsville, AL, United States",70.8,20.5,46.6,73.6,68,151,2016
NA,"Edmonton, Canada",70.8,28.5,50.5,70.6,65.6,128.6,2016
NA,"Bergamo, Italy",70.7,18.8,45.8,57.6,77.8,109.3,2016
NA,"Calgary, Canada",70.6,32.6,52.3,70.9,69.7,162.5,2016
NA,"Saint Paul, MN, United States",70.6,34.9,53.4,71.3,57.7,118.4,2016
NA,"Lille, France",70.5,24,48.2,60,73.1,129.4,2016
NA,"Oulu, Finland",70.5,19.7,46.1,60.2,74.7,123.7,2016
NA,"Ann Arbor, MI, United States",70.4,38.4,55,69.7,61.7,158.1,2016
NA,"Austin, TX, United States",70.2,50.3,60.7,67.4,69.5,139.2,2016
NA,"Greenville, SC, United States",70.1,31.2,51.4,73.6,61.5,173.5,2016
NA,"Dubai, United Arab Emirates",70.1,77.1,73.5,60.5,63.7,129.7,2016
NA,"Accra, Ghana",70.1,57.2,63.9,64.2,49.4,16.1,2016
NA,"Belfast, United Kingdom",70.1,25.9,48.8,62.7,78.7,113.5,2016
NA,"Linz, Austria",70,24.8,48.3,67,68.5,118.3,2016
NA,"Rome, Italy",70,38.9,55.1,60.9,75,89.5,2016
NA,"Doha, Qatar",70,75.1,72.5,59.4,69.9,144,2016
NA,"Louisville, KY, United States",69.8,24.8,48.2,83.3,54.9,130.7,2016
NA,"Milwaukee, WI, United States",69.8,29.9,50.6,71,65.9,148,2016
NA,"Columbus, OH, United States",69.8,34.4,52.8,71,64.1,133,2016
NA,"Treviso, Italy",69.7,17,44.3,56.9,78.8,116.7,2016
NA,"Florence, Italy",69.3,26.9,48.9,54.1,78.3,93.7,2016
NA,"Iowa City, IA, United States",69.3,31.2,51,67.1,63.9,150.4,2016
NA,"Virginia Beach, VA, United States",69.2,37.8,54.1,71.8,66.2,148.3,2016
NA,"Dusseldorf, Germany",69,29.9,50.2,58.2,60.6,145.8,2016
NA,"Malmo, Sweden",68.7,24.5,47.5,64.8,64.8,143.8,2016
NA,"Nantes, France",68.7,20.4,45.5,60.6,71,142,2016
NA,"Rotterdam, Netherlands",68.6,29.1,49.6,47.8,77.8,113.9,2016
NA,"Victoria, Canada",68.6,28.1,49.1,74.4,59.9,131.4,2016
NA,"Red Deer, Canada",68.5,25,47.6,67,66.4,116.7,2016
NA,"Halifax, Canada",68.5,24.2,47.2,72.7,63.8,127.1,2016
NA,"Stuttgart, Germany",68.4,27,48.5,57.8,61,166.6,2016
NA,"Naples, Italy",68.4,24.4,47.2,62.6,69.2,59.8,2016
NA,"Padova, Italy",68.1,20.3,45.1,57,70.7,97.4,2016
NA,"Turin, Italy",68.1,20.7,45.3,59.3,75.5,99.6,2016
NA,"Ad Dammam, Saudi Arabia",68,13.5,41.8,83.9,32.2,129.5,2016
NA,"Gainesville, FL, United States",68,25.9,47.8,69.1,57.1,119.1,2016
NA,"Salem, OR, United States",68,26.7,48.1,68.3,59.9,121.2,2016
NA,"Buenos Aires, Argentina",67.8,21.2,45.4,54.2,67.3,73.8,2016
NA,"Nashville, TN, United States",67.8,43.3,56,62.8,72.1,166.2,2016
NA,"Trieste, Italy",67.7,17.1,43.4,57.9,79.4,118.2,2016
NA,"London, Canada",67.6,20.8,45.1,68.1,60.1,138.3,2016
NA,"Kansas City, MO, United States",67.5,28.8,48.9,67,65.3,154.4,2016
NA,"Salt Lake City, UT, United States",67.4,32.5,50.6,68.6,62.9,186.7,2016
NA,"Quebec City, Canada",67.3,17.1,43.2,71.1,58,136.3,2016
NA,"Regina, Canada",67.2,27.8,48.3,70.5,59.2,148.4,2016
NA,"Kingston, Jamaica",66.7,17,42.8,62.3,40.3,41.7,2016
NA,"Ulaanbaatar, Mongolia",66.5,35.4,51.5,68,36,20.6,2016
NA,"Beirut, Lebanon",66.4,42.8,55.1,49.1,68.7,65.4,2016
NA,"Berlin, Germany",66.3,26,46.9,56.7,55.5,122.7,2016
NA,"Boise, ID, United States",66.2,27,47.4,66.7,67,128.3,2016
NA,"Bologna, Italy",66.1,23,45.4,57.8,74.1,120,2016
NA,"Mississauga, Canada",65.9,30.2,48.8,59.5,55.8,97.9,2016
NA,"Vienna, Austria",65.9,31.9,49.5,61.6,61,119.8,2016
NA,"Toronto, Canada",65.9,35.5,51.3,63.3,63.8,139,2016
NA,"Eugene, OR, United States",65.8,27.6,47.4,70.1,53.7,167.8,2016
NA,"Nuremberg, Germany",65.5,20.9,44.1,51.7,64.4,154.1,2016
NA,"Sliema, Malta",65.5,25,46,58.8,71.2,77,2016
NA,"Brampton, Canada",65.2,24.9,45.8,60.3,65.8,129.5,2016
NA,"Oklahoma City, OK, United States",65.1,26.7,46.7,71,59,137.5,2016
NA,"Vancouver, Canada",65,40.5,53.3,66.5,60.3,121.7,2016
NA,"Nicosia, Cyprus",65,13.6,40.3,60.4,60.8,76.3,2016
NA,"Savannah, GA, United States",64.8,26.6,46.4,63.3,76.6,153.9,2016
NA,"Tucson, AZ, United States",63.9,21.6,43.6,65.2,60.1,194.5,2016
NA,"Windsor, Canada",63.9,18.5,42.1,58.8,53.5,154.8,2016
NA,"Albuquerque, NM, United States",63.8,24.7,45,64.5,63.7,153.2,2016
NA,"Ottawa, Canada",63.7,27.5,46.3,61.9,63.8,147.3,2016
NA,"Marseille, France",63.7,21.6,43.5,58.6,66.3,122.4,2016
NA,"Winnipeg, Canada",63.6,23.5,44.3,63.5,54.6,133.1,2016
NA,"Omaha, NE, United States",63.6,28.2,46.6,64.3,54.4,145.3,2016
NA,"San Antonio, TX, United States",63.6,31.8,48.3,66.4,56.4,146.8,2016
NA,"Tulsa, OK, United States",63.2,30.4,47.5,66.5,57.3,156,2016
NA,"Graz, Austria",63.2,19.6,42.2,52.8,60.7,144.8,2016
NA,"Barcelona, Spain",62.9,25.5,44.9,54,60.2,111.1,2016
NA,"Erbil (Irbil), Iraq",62.8,23.5,43.9,46.6,59.6,41.3,2016
NA,"Leipzig, Germany",62.7,17,40.7,51.1,60.2,102.5,2016
NA,"Palermo, Italy",62.5,16.1,40.2,53.4,58.1,77.9,2016
NA,"Bilbao, Spain",62.3,24.5,44.2,56.1,65.4,115.6,2016
NA,"Surrey, Canada",62.3,27.6,45.6,65.2,60,89.1,2016
NA,"Aachen, Germany",61.9,21.3,42.4,50.9,56.6,149.1,2016
NA,"Montreal, Canada",61.7,22.3,42.8,62.7,58,130.7,2016
NA,"Abu Dhabi, United Arab Emirates",61.5,69.3,65.3,56.4,58.6,158.2,2016
NA,"Madrid, Spain",60.8,27,44.5,50.4,58.7,101.8,2016
NA,"Catania, Italy",60.5,13.3,37.8,50.7,55.3,83.5,2016
NA,"Shanghai, China",60.5,38,49.7,68,44.1,83.1,2016
NA,"San Jose, Costa Rica",60.4,19.5,40.7,61.3,48.9,60.8,2016
NA,"Kitchener, Canada",60,23.2,42.3,54.2,62.2,169.3,2016
NA,"Paphos, Cyprus",59.7,10.3,36,48.5,55.5,89.6,2016
NA,"Moncton, Canada",59.6,17.3,39.3,61.7,54.8,156.1,2016
NA,"Dresden, Germany",59.5,20,40.5,46.1,50.4,151.1,2016
NA,"Panama City, Panama",59.3,34.4,47.4,59.8,57.3,44.2,2016
NA,"Bremen, Germany",58.7,19.6,39.9,42.6,63.7,173.8,2016
NA,"Sharjah, United Arab Emirates",57.9,29.8,44.4,50.5,48.7,141.5,2016
NA,"Dar es Salaam, Tanzania",57.5,31.3,44.9,51.4,41.3,41.8,2016
NA,"Alicante, Spain",57.2,15.3,37.1,42.1,49.3,109.3,2016
NA,"Reno, NV, United States",57.1,25.8,42.1,51.3,56.6,141,2016
NA,"Montevideo, Uruguay",57,16.3,37.5,47.6,52,52,2016
NA,"Male, Maldives",57,29.7,43.9,60.5,35.9,35.9,2016
NA,"Palma de Mallorca, Spain",56.9,19.1,38.7,49.5,56.8,94.3,2016
NA,"Lagos, Nigeria",56.9,30,44,48.5,44.9,42.6,2016
NA,"Taipei, Taiwan",56.7,18.4,38.3,64.4,26.8,126.1,2016
NA,"Shenzhen, China",56.4,36.1,46.7,62.7,35.4,102.8,2016
NA,"Hamilton, Canada",56,19.8,38.6,54.4,51.7,161.5,2016
NA,"Athens, Greece",56,11.2,34.5,45.7,58.1,64.7,2016
NA,"Limassol, Cyprus",56,14.9,36.2,44.6,67.4,111.7,2016
NA,"Muscat, Oman",55.6,28.3,42.5,51.1,47,157.5,2016
NA,"Lusaka, Zambia",55.5,31.9,44.1,40.9,31.9,149.9,2016
NA,"Harare, Zimbabwe",55.2,15.8,36.3,42.8,48.3,34.9,2016
NA,"Amman, Jordan",55.1,13.4,35.1,44.7,53.4,50.3,2016
NA,"Santo Domingo, Dominican Republic",55.1,15.4,36,50.2,43.6,26.6,2016
NA,"Heraklion, Greece",54,7.8,31.8,46.9,52.7,112.8,2016
NA,"Bandar Seri Begawan, Brunei",54,15,35.2,49.1,33.2,75.3,2016
NA,"Phnom Penh, Cambodia",53.3,18.4,36.5,58.2,25.8,20,2016
NA,"Ljubljana, Slovenia",53,16.6,35.5,42.5,44.6,91.6,2016
NA,"Yangon, Myanmar",53,20.2,37.2,51.3,26.5,28.3,2016
NA,"Seville (Sevilla), Spain",52.8,18.6,36.4,44.7,51.5,98.8,2016
NA,"Valencia, Spain",52.6,14.8,34.4,42.9,53.2,135.9,2016
NA,"Maribor, Slovenia",52.3,10.3,32.1,42.8,37.4,82.4,2016
NA,"Thessaloniki, Greece",52,9.1,31.4,42.7,55.7,82.7,2016
NA,"Malaga, Spain",51.9,17.1,35.2,43.6,47.2,101.9,2016
NA,"Santa Cruz de Tenerife, Spain",51.7,14.6,33.9,43.8,44.9,93.4,2016
NA,"Beijing, China",51.4,43.6,47.7,53.7,32.9,85.7,2016
NA,"Patras, Greece",51.2,8.4,30.6,40.9,53.9,103.5,2016
NA,"Rijeka, Croatia",51,9.5,31,43.4,40.4,56.9,2016
NA,"Baghdad, Iraq",51,16.7,34.5,39.6,38.7,59.9,2016
NA,"Kaohsiung, Taiwan",50.9,10.2,31.4,60.2,22.2,79.6,2016
NA,"Guayaquil, Ecuador",50.9,11.4,31.9,46.9,35.1,43.4,2016
NA,"Lisbon, Portugal",50.9,19.9,36,42.7,43.1,76.2,2016
NA,"Jeddah (Jiddah), Saudi Arabia",50.6,14.1,33.1,42.8,31.4,133.6,2016
NA,"Tallinn, Estonia",50.5,15.5,33.7,39.5,48.1,78.8,2016
NA,"Riyadh, Saudi Arabia",50.1,16.6,34,43.6,31.9,184.1,2016
NA,"Bratislava, Slovakia",49.8,18.9,34.9,45.6,38.2,72,2016
NA,"Porto, Portugal",49.3,14.9,32.8,40.7,38.6,80.3,2016
NA,"Manama, Bahrain",49.3,31.3,40.7,44.4,56.8,107.5,2016
NA,"Corfu, Greece",49.1,7.8,29.3,38.8,53,112.7,2016
NA,"Zagreb, Croatia",49,11.8,31.1,41.4,38,70.9,2016
NA,"Phuket, Thailand",48.8,14.6,32.4,53.1,29.8,45.3,2016
NA,"Bangkok, Thailand",48.7,24,36.8,54.7,24.5,50.3,2016
NA,"Istanbul, Turkey",48.7,14.9,32.5,43.5,33.3,60.2,2016
NA,"Cuenca, Ecuador",48.7,12.4,31.2,56.6,26.5,48.3,2016
NA,"Makati, Philippines",48.7,29.2,39.3,52.2,26.9,44.7,2016
NA,"Split, Croatia",48.6,10.6,30.3,40.9,39.3,63.6,2016
NA,"Aveiro, Portugal",48.4,11.5,30.7,42.2,36.1,65.2,2016
NA,"Coimbra, Portugal",48.4,13.2,31.5,36.2,39.5,69.4,2016
NA,"Riga, Latvia",47.8,13,31.1,35.8,41,63,2016
NA,"Tartu, Estonia",47.5,10.4,29.7,39.2,42.8,82,2016
NA,"Kosice, Slovakia",47.4,16.1,32.4,42.8,31.9,66.5,2016
NA,"Vilnius, Lithuania",46.7,14.9,31.4,38.2,37.9,62.2,2016
NA,"Santiago, Chile",46.1,15.9,31.6,41.1,38.8,68.8,2016
NA,"Tashkent, Uzbekistan",45.8,12.8,29.9,40.8,29.9,29.7,2016
NA,"Braga, Portugal",45.5,11.3,29.1,36.6,36.1,73.3,2016
NA,"Las Palmas de Gran Canaria, Spain",45.5,14.3,30.5,39.2,48.4,98.5,2016
NA,"Addis Ababa, Ethiopia",45.4,21.5,33.9,41.2,24.2,18.8,2016
NA,"Guatemala City, Guatemala",45.3,13.9,30.2,41.1,35,53.1,2016
NA,"Nairobi, Kenya",45.1,19,32.6,40.2,35.6,25.1,2016
NA,"Rio de Janeiro, Brazil",45,20,33,32.2,38.5,44.6,2016
NA,"Osijek, Croatia",44.5,6.5,26.2,38.2,28.5,64.2,2016
NA,"Moscow, Russia",44.3,30.8,37.8,35.4,50.6,64.5,2016
NA,"Kota Kinabalu, Malaysia",44.3,7.7,26.7,44.9,22.7,70.4,2016
NA,"Tehran, Iran",44.3,24,34.5,43,37.6,47.1,2016
NA,"Guangzhou, China",44.3,23.7,34.4,51.5,23.3,113,2016
NA,"Quito, Ecuador",44.2,15.5,30.4,41.2,32.3,52,2016
NA,"Ankara, Turkey",44,8.2,26.8,41.3,31.2,81.9,2016
NA,"Jakarta, Indonesia",43.9,23.3,34,48.1,25.7,37.5,2016
NA,"Bursa, Turkey",43.6,6.2,25.6,39.8,28.2,80.7,2016
NA,"Pattaya, Thailand",43.5,18.6,31.5,49.3,22.8,21.3,2016
NA,"Izmir, Turkey",43.5,9.6,27.2,39.7,31.2,66.7,2016
NA,"Tripoli, Libya",43.1,16.6,30.4,41.1,35.2,72,2016
NA,"Prague, Czech Republic",43.1,18.1,31.1,37.3,31.6,90.6,2016
NA,"San Salvador, El Salvador",42.9,10.1,27.1,39.2,30.4,42.5,2016
NA,"Sao Paulo, Brazil",42.9,17.7,30.8,32.3,38.4,45.1,2016
NA,"Ostrava, Czech Republic",42.9,11.2,27.7,37.3,26.4,80.6,2016
NA,"Cancun, Mexico",42.7,11.8,27.8,34.9,36.9,52.2,2016
NA,"Budapest, Hungary",42.6,12.3,28,33.8,32.7,60.6,2016
NA,"Ho Chi Minh City, Vietnam",42.5,16.6,30,44.1,20.4,25,2016
NA,"Antalya, Turkey",42.5,7.1,25.5,38.5,29,59.6,2016
NA,"Kuala Lumpur, Malaysia",42.3,17.1,30.2,44.6,22.9,96.6,2016
NA,"Saint Petersburg, Russia",42.3,18.2,30.7,35.1,47.6,57.6,2016
NA,"Bydgoszcz, Poland",42.2,11.3,27.3,33.5,39,70.9,2016
NA,"Rabat, Morocco",42,12.2,27.6,37.2,27.3,42.3,2016
NA,"Debrecen, Hungary",42,8.9,26.1,34.6,27.6,46.6,2016
NA,"Penang, Malaysia",41.8,8.6,25.8,46.2,22.2,91.1,2016
NA,"Lima, Peru",41.7,15.6,29.1,38.5,29.3,53.7,2016
NA,"Brno, Czech Republic",41.7,13.2,28,36.7,27.4,93.7,2016
NA,"Porto Alegre, Brazil",41.6,11.1,27,35.3,31.7,59,2016
NA,"Hanoi, Vietnam",41.5,12.8,27.7,38.6,19.8,31,2016
NA,"Manila, Philippines",41.5,14.8,28.7,39.7,25.5,46.5,2016
NA,"Warsaw, Poland",40.8,18.4,30,32.5,34,85.4,2016
NA,"Brasilia, Brazil",40.7,13.7,27.7,32.3,36.1,68.3,2016
NA,"Minsk, Belarus",40.5,14.9,28.2,33,49.6,40.1,2016
NA,"Windhoek, Namibia",40.5,18.6,30,35.2,34.7,45.1,2016
NA,"Concepcion, Chile",40.3,10.1,25.8,35.7,25.4,116.6,2016
NA,"Cyberjaya, Selangor, Malaysia",39.8,9.9,25.5,47.7,17.2,122.3,2016
NA,"Poznan, Poland",39.7,13.2,27,33.3,32.3,73.7,2016
NA,"Olomouc, Czech Republic",39.7,10.5,25.7,35.4,26.1,92.5,2016
NA,"Constanta, Romania",39.6,6.9,23.9,36,31.5,43.1,2016
NA,"Campinas, Brazil",39.5,14.2,27.4,30.3,33.2,61.7,2016
NA,"Gdansk, Poland",39.3,12.6,26.5,30.1,32,81.9,2016
NA,"Mexico City, Mexico",39.2,17.1,28.5,36.5,34.3,64.8,2016
NA,"Monterrey, Mexico",39.1,12.6,26.4,37,32.1,167.4,2016
NA,"Podgorica, Montenegro",39,11.2,25.6,31.1,35.2,55.4,2016
NA,"Petaling Jaya, Malaysia",38.9,11.5,25.7,38.8,21.3,112.2,2016
NA,"Wroclaw, Poland",38.8,15.6,27.6,31.2,31.5,80.1,2016
NA,"Szczecin, Poland",38.7,10.4,25.1,31.1,30.8,73.6,2016
NA,"Dhaka, Bangladesh",38.6,6.6,23.2,35.1,23.3,43.2,2016
NA,"Yekaterinburg, Russia",38.6,11.9,25.8,31.2,41.7,55.8,2016
NA,"Krakow (Cracow), Poland",38.5,15.2,27.3,30.6,31.5,81,2016
NA,"Gdynia, Poland",38.5,11.9,25.7,29.4,32,72.6,2016
NA,"Curitiba, Brazil",38.3,10.4,24.9,30,29.9,48.8,2016
NA,"Johor Bahru, Malaysia",38.2,11.5,25.4,41.5,19,72.4,2016
NA,"Colombo, Sri Lanka",38.1,11.9,25.5,42,24.7,27,2016
NA,"Cairo, Egypt",37.7,11,24.9,33.6,32.1,39.6,2016
NA,"Sofia, Bulgaria",37.6,9.9,24.3,32.4,30.2,66,2016
NA,"Johannesburg, South Africa",37.6,15.4,26.9,32,33.1,130,2016
NA,"Bucharest, Romania",37.4,11.2,24.8,30.2,34,60,2016
NA,"Cebu, Philippines",37.4,11.8,25.1,37.9,24.4,29.5,2016
NA,"Queretaro (Santiago de Querétaro), Mexico",37.3,9.9,24.2,37.2,28.6,86.7,2016
NA,"Lublin, Poland",37.2,11.5,24.8,30.1,22.3,74,2016
NA,"Merida, Mexico",37.2,6.9,22.6,36.9,28.2,42.5,2016
NA,"Casablanca, Morocco",36.9,15.8,26.8,32.5,21.7,56.1,2016
NA,"Tijuana, Mexico",36.9,7.7,22.9,36.3,32.4,79.7,2016
NA,"Florianopolis, Brazil",36.7,9.9,23.8,30.1,28.5,58.6,2016
NA,"Goiania, Brazil",36.7,8.3,23.1,28.3,32.2,41.7,2016
NA,"Yerevan, Armenia",36.7,10.7,24.2,28.6,31.4,34.4,2016
NA,"Belgrade, Serbia",36.5,9.6,23.6,27.5,30.9,47.6,2016
NA,"Belo Horizonte, Brazil",36.4,10.1,23.7,28.6,26.8,50.5,2016
NA,"Lodz, Poland",36.2,11.6,24.4,28.5,30.2,61.2,2016
NA,"Brasov, Romania",36.1,8.7,23,30.2,30.4,53.3,2016
NA,"Sarajevo, Bosnia And Herzegovina",36,7.9,22.5,30.2,27.3,58.8,2016
NA,"Surabaya, Indonesia",36,14.6,25.7,39.3,22.4,32.2,2016
NA,"Alexandria, Egypt",35.9,8.5,22.7,34.7,26.8,43.3,2016
NA,"Sibiu, Romania",35.8,7.6,22.3,31.6,28.4,47.1,2016
NA,"Varna, Bulgaria",35.8,7.2,22,31.6,24.9,57.2,2016
NA,"Novosibirsk, Russia",35.7,11.4,24,33.1,33,56.2,2016
NA,"Puerto Vallarta, Mexico",35.7,12.3,24.5,34.2,28,203.9,2016
NA,"Puebla, Mexico",35.6,8.5,22.6,32,30.2,65.7,2016
NA,"Tirana, Albania",35.6,9.2,22.9,28,30.2,41.2,2016
NA,"Quezon City, Philippines",35.5,7.4,22,31.1,21.5,58.1,2016
NA,"Katowice, Poland",35.4,10.9,23.6,28.8,30,89.4,2016
NA,"Bali, Indonesia",35.2,12.5,24.3,38.4,21.3,34.2,2016
NA,"Iasi, Romania",35,9.1,22.5,28.4,27.7,52.4,2016
NA,"Pretoria, South Africa",34.9,11.9,23.8,30.2,28.2,172.7,2016
NA,"Skopje, North Macedonia",34.8,7.9,21.9,28.7,26.5,46,2016
NA,"Cluj-Napoca, Romania",34.7,9.7,22.7,29.5,26,70.3,2016
NA,"Banja Luka, Bosnia And Herzegovina",34.6,6.3,21,27.5,25.7,60.4,2016
NA,"Davao, Philippines",34.6,4.9,20.3,34.4,16.7,42.1,2016
NA,"Fortaleza, Brazil",34.5,8.9,22.2,27.5,22.9,36.8,2016
NA,"Cape Town, South Africa",34.2,18.6,26.7,29.1,31.7,126.9,2016
NA,"Bandung, Indonesia",34.1,6.5,20.8,40.6,14.5,30.9,2016
NA,"Tunis, Tunisia",34.1,7.8,21.5,33,23.9,39.6,2016
NA,"Arad, Romania",33.5,6.8,20.7,29.1,24.3,73.6,2016
NA,"Durban, South Africa",33.3,12.5,23.3,26.8,30.9,120,2016
NA,"Islamabad, Pakistan",33.3,8.4,21.3,30.6,25,39.2,2016
NA,"Novi Sad, Serbia",33.2,5.4,19.8,26.8,23.2,56.1,2016
NA,"Timisoara, Romania",33.2,8.1,21.1,26.6,24.9,67.5,2016
NA,"Oradea, Romania",33.1,5.5,19.8,29.7,21,48.5,2016
NA,"Plovdiv, Bulgaria",33,6.7,20.4,28.6,24.6,59.8,2016
NA,"Chiang Mai, Thailand",32.9,13,23.3,35.8,17.8,55.9,2016
NA,"Port Elizabeth, South Africa",32.6,9.8,21.7,28.5,27.4,101.8,2016
NA,"Bogota, Colombia",32.4,13.2,23.2,27.9,23.3,41.4,2016
NA,"Craiova, Romania",32.3,5.3,19.3,25.9,24.3,47,2016
NA,"Algiers, Algeria",32.2,10.2,21.6,33.6,24.1,48.7,2016
NA,"Guadalajara, Mexico",31.8,8.2,20.4,30.7,26.6,65,2016
NA,"Gurgaon, India",31.5,9.6,21,30.6,24.8,116.7,2016
NA,"Almaty, Kazakhstan",31.3,11.1,21.6,25.2,33.6,61.8,2016
NA,"Damascus, Syria",31.1,9.2,20.6,27.7,28.9,26.1,2016
NA,"Baku, Azerbaijan",30.7,11.5,21.5,26.1,31.1,40.4,2016
NA,"Kathmandu, Nepal",30.7,4.6,18.2,28.5,16.2,27.9,2016
NA,"Medan, Indonesia",30.6,3.6,17.7,32,15,46.9,2016
NA,"Asuncion, Paraguay",30.3,8.3,19.7,24.7,22.2,51,2016
NA,"Odessa (Odesa), Ukraine",30.3,8.9,20.1,23.8,27.3,28.1,2016
NA,"Valenzuela, Philippines",30.2,3.5,17.4,32.4,14.3,44,2016
NA,"Kiev (Kyiv), Ukraine",29.8,13.6,22,23.3,23.8,33.8,2016
NA,"Medellin, Colombia",29.6,7,18.7,26.2,21.1,52.6,2016
NA,"Tbilisi, Georgia",29.6,11.4,20.8,25.6,27,30.8,2016
NA,"Thane, India",29.3,9.9,20,28.9,19.9,56.6,2016
NA,"Nis, Serbia",29.1,4.6,17.3,22.4,23.5,44.6,2016
NA,"Mumbai, India",28.9,18.6,24,30.6,20.4,83.2,2016
NA,"Dnipro, Ukraine",28.8,7,18.3,22.7,22,30,2016
NA,"Delhi, India",28.7,9.3,19.4,27.4,21.2,85.3,2016
NA,"Lahore, Pakistan",28.7,6,17.8,26.7,21.8,45.6,2016
NA,"Karachi, Pakistan",28.6,5.9,17.7,27.5,20.8,50.8,2016
NA,"Kharkiv, Ukraine",28.4,8.9,19.1,22.3,21.2,24.8,2016
NA,"Bitola, North Macedonia",28,4.1,16.5,24.6,17,54.7,2016
NA,"Pristina, Kosovo (Disputed Territory)",27.4,8.5,18.3,24.2,20.5,66.2,2016
NA,"Cali, Colombia",26.7,6.6,17,23.3,20.1,46.5,2016
NA,"Pune, India",26.6,7.2,17.3,28.5,17.2,109.1,2016
NA,"Ludhiana, India",26.4,4.7,16,25.3,18.7,60.4,2016
NA,"Nasik, India",26.3,4.8,16,28.7,16.3,56.7,2016
NA,"Chandigarh, India",26.2,6.3,16.6,27.6,17.2,65.6,2016
NA,"Bhopal, India",26.1,3.5,15.2,22.4,15.4,57.3,2016
NA,"Vadodara, India",26,4.4,15.6,28.7,15.8,72.1,2016
NA,"Chisinau, Moldova",25.9,7.2,16.9,20.6,17.7,32.1,2016
NA,"Bangalore, India",25.9,8.4,17.5,27.1,15,113.9,2016
NA,"Lviv, Ukraine",25.9,8.6,17.6,21.7,16.7,24.9,2016
NA,"Noida, India",25.7,7,16.7,24.6,20.1,85.3,2016
NA,"Jalandhar, India",25.6,3.6,15,24.2,24.5,50.1,2016
NA,"Jaipur, India",25.5,4.5,15.4,26.4,13.5,74,2016
NA,"Navi Mumbai, India",25.4,9.2,17.6,24.9,20.6,104.6,2016
NA,"Goa, India",25.2,6.9,16.4,25.2,18.3,81.7,2016
NA,"Visakhapatnam, India",25.2,4.7,15.3,26.9,12,46.4,2016
NA,"Surat, India",25,4.2,15,25.4,17.6,87.1,2016
NA,"Chennai, India",24.9,6.7,16.2,26.9,14.4,100.6,2016
NA,"Lucknow (Lakhnau), India",24.9,5,15.3,25.5,14.6,90.5,2016
NA,"Kolkata, India",24.8,6,15.8,25.6,16.7,80.6,2016
NA,"Nagpur, India",24.6,4.1,14.7,26.6,16.8,74.3,2016
NA,"Mysore, India",24.6,4.6,15,31.1,11.7,42.4,2016
NA,"Hyderabad, India",24.1,5.7,15.2,26.3,13.9,94.6,2016
NA,"Indore, India",24,4.1,14.5,23.7,17.1,49.2,2016
NA,"Guwahati, India",24,4,14.4,26.9,14.2,53.3,2016
NA,"Vijayawada, India",23.8,4.3,14.5,24.7,12.2,62.7,2016
NA,"Ahmedabad, India",22.7,4.9,14.1,23.8,14.5,79.1,2016
NA,"Bhubaneswar, India",22.4,4.1,13.6,23.2,13.2,78,2016
NA,"Kochi, India",22.1,5.3,14,23.3,11.9,91,2016
NA,"Madurai, India",21.8,4.3,13.4,22.1,11.7,89.9,2016
NA,"Coimbatore, India",21.1,4.4,13,21.9,14.1,67.7,2016
NA,"Thiruvananthapuram, India",20.6,3.6,12.4,21.5,12.7,86.9,2016
NA,"Hamilton, Bermuda",141.8,113.4,128.2,131.8,151.4,96.5,2017
NA,"Geneva, Switzerland",132.8,70.7,103,129.8,131.7,121.1,2017
NA,"Basel, Switzerland",130.6,51.1,92.5,135.7,120.5,102.2,2017
NA,"Zurich, Switzerland",130,64.7,98.7,131.7,131.7,134.5,2017
NA,"Zug, Switzerland",123.8,66,96.1,126.2,118.4,96.2,2017
NA,"Lausanne, Switzerland",117.8,54.8,87.6,115,119.3,117.6,2017
NA,"Bern, Switzerland",117.4,45.1,82.8,116.8,113.6,100.7,2017
NA,"Lugano, Switzerland",115,51.4,84.5,105,121.2,92.5,2017
NA,"Stavanger, Norway",112.3,36.7,76.1,102.3,134.7,111.4,2017
NA,"Trondheim, Norway",111.7,41.6,78.1,102.1,118.6,98.9,2017
NA,"Reykjavik, Iceland",111.6,49.7,81.9,104.2,120.4,77.4,2017
NA,"Venice, Italy",109.8,27.6,70.4,84.4,131.2,50.5,2017
